time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2020-01-22T20:56:34.587Z,38.4749,-118.3604,5.5,1.1,ml,6,113.55,0.044,0.0631,nn,nn00715675,2020-01-23T02:08:30.358Z,"23km ESE of Hawthorne, Nevada",earthquake,,3.8,0.16,3,reviewed,nn,nn
2020-01-22T20:56:31.460Z,33.9136667,-116.7671667,17.13,0.68,ml,26,53,0.08373,0.14,ci,ci39278568,2020-01-23T15:10:52.423Z,"2km ESE of Cabazon, CA",earthquake,0.27,0.58,0.082,10,reviewed,ci,ci
2020-01-22T20:55:18.864Z,63.4663,-148.5155,2.2,1.5,ml,,,,0.9,ak,ak02010q24so,2020-01-22T21:10:43.548Z,"23km ENE of Cantwell, Alaska",earthquake,,0.3,,,automatic,ak,ak
2020-01-22T20:48:58.030Z,53.3137,-159.9176,10,3.4,ml,,233,1.532,0.77,us,us60007d8x,2020-01-30T00:06:08.040Z,"165km S of Chernabura Island, Alaska",earthquake,7.6,2,0.085,18,reviewed,us,us
2020-01-22T20:47:10.040Z,33.925,-116.3796667,4.53,1.15,ml,23,103,0.0288,0.16,ci,ci39278544,2020-01-23T14:59:02.355Z,"12km N of Thousand Palms, CA",earthquake,0.27,0.43,0.22,27,reviewed,ci,ci
2020-01-22T20:40:25.780Z,17.9795,-66.7406,6,3.02,md,12,193,0.1387,0.17,pr,pr2020022054,2020-01-30T00:10:43.040Z,"7km SSW of Tallaboa, Puerto Rico",earthquake,0.82,0.37,0.24,8,reviewed,pr,pr
2020-01-22T20:29:14.230Z,17.8726,-66.842,14,2.61,md,11,228,0.109,0.16,pr,pr2020022053,2020-01-30T00:13:14.040Z,"21km SSE of Guanica, Puerto Rico",earthquake,1.07,0.85,0.28,4,reviewed,pr,pr
2020-01-22T20:22:08.140Z,35.8116667,-117.6475,7.29,0.69,ml,12,90,0.04083,0.15,ci,ci39278504,2020-01-22T21:52:13.688Z,"21km N of Ridgecrest, CA",earthquake,0.34,0.71,0.158,8,reviewed,ci,ci
2020-01-22T20:17:39.651Z,39.0633,27.8538,10,4.1,mb,,37,0.576,0.83,us,us60007d4i,2020-01-30T00:18:14.040Z,"16km N of Akhisar, Turkey",earthquake,2.9,2,0.198,7,reviewed,us,us
2020-01-22T20:12:53.570Z,19.1616669,-155.4660034,36.19,2.13,md,43,135,0.007226,0.12,hv,hv71344157,2020-01-22T20:16:11.940Z,"5km SSE of Pahala, Hawaii",earthquake,0.63,0.99,0.06,6,automatic,hv,hv
2020-01-22T20:08:32.340Z,51.8622,-177.8291,6.8,1.4,ml,,,,0.47,ak,ak02010ps36q,2020-02-02T18:39:57.820Z,"21km E of Tanaga Volcano, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2020-01-22T20:04:37.260Z,35.9081667,-117.6945,3.61,0.62,ml,18,47,0.05343,0.1,ci,ci39278488,2020-01-23T16:36:34.932Z,"19km E of Little Lake, CA",earthquake,0.14,0.41,0.104,6,reviewed,ci,ci
2020-01-22T20:04:02.760Z,37.6365,-118.9156667,5.6,1.32,md,20,63,0.01453,0.03,nc,nc73330546,2020-01-24T21:55:03.285Z,"6km E of Mammoth Lakes, CA",earthquake,0.39,0.48,0.121,14,reviewed,nc,nc
2020-01-22T20:03:31.280Z,19.2218333,-155.4091667,33.24,2.27,ml,52,142,0.01909,0.13,hv,hv71344147,2020-01-22T20:22:40.250Z,"7km ENE of Pahala, Hawaii",earthquake,0.47,0.67,0.245,6,reviewed,hv,hv
2020-01-22T20:03:12.220Z,17.844,-66.8518,10,2.52,md,12,236,0.1339,0.1,pr,pr2020022051,2020-01-30T00:20:39.040Z,"17km SSE of Guanica, Puerto Rico",earthquake,0.59,0.86,0.17,3,reviewed,pr,pr
2020-01-22T20:01:51.930Z,37.6345,-118.9148333,4.94,0.41,md,12,64,0.01267,0.03,nc,nc73330551,2020-01-23T01:32:02.428Z,"6km E of Mammoth Lakes, CA",earthquake,0.41,0.51,0.266,11,reviewed,nc,nc
2020-01-22T20:01:28.940Z,37.6386667,-118.9128333,5.01,-0.04,md,11,94,0.01393,0.03,nc,nc71111699,2020-01-23T01:05:24.742Z,"6km E of Mammoth Lakes, CA",earthquake,0.65,0.45,0.183,10,reviewed,nc,nc
2020-01-22T19:56:14.290Z,19.2185,-155.407,32.07,1.72,md,42,150,0.08156,0.11,hv,hv71344132,2020-01-22T20:32:44.550Z,"7km E of Pahala, Hawaii",earthquake,0.52,0.79,0.061,18,reviewed,hv,hv
2020-01-22T19:54:49.200Z,17.9193,-66.8745,9,2.61,md,6,228,0.056,0.07,pr,pr2020022050,2020-01-26T12:54:00.940Z,"6km SSE of Guanica, Puerto Rico",earthquake,0.82,0.4,0.15,3,reviewed,pr,pr
2020-01-22T19:49:54.820Z,35.834,-117.6751667,10.53,0.79,ml,15,76,0.06569,0.16,ci,ci39278480,2020-01-22T19:53:40.597Z,"24km N of Ridgecrest, CA",earthquake,0.35,0.63,0.155,11,automatic,ci,ci
2020-01-22T19:48:50.370Z,17.8968,-66.8555,8,2.07,md,8,223,0.0818,0.1,pr,pr2020022052,2020-01-26T12:45:38.420Z,"9km SSE of Guanica, Puerto Rico",earthquake,0.65,0.51,0.28,4,reviewed,pr,pr
2020-01-22T19:30:54.390Z,61.4602,-149.8894,30.9,1.7,ml,,,,0.67,ak,ak02010pbf19,2020-01-22T20:10:44.549Z,"7km SSE of Big Lake, Alaska",earthquake,,0.1,,,automatic,ak,ak
2020-01-22T19:27:54.880Z,36.7653333,-121.4818333,6.62,1.56,md,30,76,0.01417,0.15,nc,nc73330531,2020-02-01T04:53:02.999Z,"10km SSE of San Juan Bautista, CA",earthquake,0.31,0.36,0.391,19,reviewed,nc,nc
2020-01-22T19:25:00.010Z,17.8285,-66.8481,8,2.45,md,11,240,0.1499,0.09,pr,pr2020022049,2020-01-26T10:37:23.115Z,"17km SSE of Guanica, Puerto Rico",earthquake,0.77,1.11,0.05,4,reviewed,pr,pr
2020-01-22T19:23:28.503Z,7.8057,94.0672,124.78,4.6,mb,,117,3.839,1.28,us,us60007d30,2020-01-30T20:20:43.040Z,"84km ESE of Mohean, India",earthquake,9.5,16.9,0.224,6,reviewed,us,us
2020-01-22T19:23:13.183Z,28.0196,56.7463,10,5,mww,,72,3.1,0.87,us,us60007d34,2020-01-30T20:22:52.664Z,"102km NNW of Minab, Iran",earthquake,7.2,1.8,0.117,7,reviewed,us,us
2020-01-22T19:22:46.710Z,35.7048333,-117.5033333,1.87,1.14,ml,18,122,0.1227,0.18,ci,ci39278456,2020-01-22T21:52:47.691Z,"11km SW of Searles Valley, CA",earthquake,0.38,0.58,0.169,15,reviewed,ci,ci
2020-01-22T19:22:16.276Z,39.0757,27.8444,5.36,5.6,mww,,18,0.564,0.53,us,us60007d2r,2020-01-30T20:29:42.033Z,"15km ESE of Kirkagac, Turkey",earthquake,3.7,3,0.057,30,reviewed,us,us
2020-01-22T19:19:29.860Z,17.9131,-67.0206,6,3.03,md,12,247,0.1289,0.14,pr,pr2020022010,2020-01-30T20:29:08.040Z,"8km SSE of La Parguera, Puerto Rico",earthquake,0.95,0.4,0.35,6,reviewed,pr,pr
2020-01-22T19:17:55.040Z,46.9815,-114.1733333,9.17,0.3,ml,10,103,0.191,0.13,mb,mb80379114,2020-01-23T16:45:08.830Z,"5km SE of Frenchtown, Montana",earthquake,0.52,2.32,,0,reviewed,mb,mb
2020-01-22T19:10:58.160Z,46.9511667,-111.9395,11.04,1.56,ml,12,244,0.24,0.14,mb,mb80379039,2020-01-22T21:57:09.050Z,"26km NNE of Helena Valley Northwest, Montana",earthquake,1.62,0.71,0.207,4,reviewed,mb,mb
2020-01-22T19:10:31.580Z,17.838,-66.8505,9,3.09,md,12,238,0.1401,0.09,pr,pr2020022048,2020-01-30T20:31:39.040Z,"20km SSE of Guanica, Puerto Rico",earthquake,0.57,0.74,0.18,6,reviewed,pr,pr
2020-01-22T19:08:52.235Z,64.9019,-150.7153,3.7,2.2,ml,,,,0.91,ak,ak02010p6pe9,2020-01-22T20:10:43.988Z,"11km SSW of Manley Hot Springs, Alaska",earthquake,,0.2,,,automatic,ak,ak
2020-01-22T19:02:33.370Z,17.9651,-66.731,11,2.21,md,9,197,0.147,0.29,pr,pr2020022046,2020-01-26T04:47:32.481Z,"3km SSW of Tallaboa, Puerto Rico",earthquake,1.14,0.73,0.23,4,reviewed,pr,pr
2020-01-22T19:01:49.189Z,35.12933333,-97.92333333,7.44,1.44,ml,11,143,0.1007802235,0.19,ok,ok2020bnvg,2020-01-23T14:23:44.241Z,"8km N of Chickasha, Oklahoma",earthquake,,0.9,0.06,3,reviewed,ok,ok
2020-01-22T18:58:42.968Z,51.8528,-177.8321,11.1,1.6,ml,,,,0.58,ak,ak02010ovylk,2020-02-02T18:39:57.091Z,"21km E of Tanaga Volcano, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2020-01-22T18:55:07.390Z,46.3216667,-111.6208333,-2,1.66,ml,11,155,0.334,0.06,mb,mb80379034,2020-01-22T22:07:30.150Z,"7km W of Townsend, Montana",quarry blast,0.61,31.61,0.235,4,reviewed,mb,mb
2020-01-22T18:51:33.280Z,35.9066667,-117.6941667,3.63,0.65,ml,11,71,0.05437,0.1,ci,ci39278432,2020-01-22T18:55:18.051Z,"19km E of Little Lake, CA",earthquake,0.21,0.93,0.1,6,automatic,ci,ci
2020-01-22T18:48:53.320Z,36.0345,-117.6575,1.37,1.09,ml,9,83,0.08661,0.09,ci,ci39278424,2020-01-22T18:52:38.247Z,"25km ENE of Little Lake, CA",earthquake,0.2,0.37,0.112,17,automatic,ci,ci
2020-01-22T18:42:23.264Z,61.8749,-150.2318,29.2,1.6,ml,,,,0.61,ak,ak02010oshme,2020-01-22T19:10:39.348Z,"17km NW of Willow, Alaska",earthquake,,0.3,,,automatic,ak,ak
2020-01-22T18:35:14.080Z,17.9253,-66.9571,6,2.77,md,9,230,0.0925,0.29,pr,pr2020022009,2020-01-23T02:37:51.568Z,"7km SW of Guanica, Puerto Rico",earthquake,1.65,0.73,0.04,3,reviewed,pr,pr
2020-01-22T18:33:40.238Z,-36.1199,-99.9226,10,5.3,mww,,66,21.187,0.8,us,us60007d0c,2020-01-30T20:38:36.040Z,"Southeast of Easter Island",earthquake,12,1.9,0.075,17,reviewed,us,us
2020-01-22T18:31:48.475Z,61.2536,-150.9165,63.6,1.1,ml,,,,0.18,ak,ak02010oq6ov,2020-02-02T18:39:56.351Z,"54km W of Anchorage, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2020-01-22T18:25:25.920Z,17.9045,-66.6411,5,3.43,md,12,211,0.1426,0.12,pr,pr2020022008,2020-01-30T20:49:00.040Z,"9km SSW of Ponce, Puerto Rico",earthquake,0.78,0.49,0.09,2,reviewed,pr,pr
2020-01-22T18:15:42.410Z,60.609,-151.0144,69.7,1.3,ml,,,,0.28,ak,ak02010omqrm,2020-01-22T19:10:38.764Z,"9km NNE of Ridgeway, Alaska",earthquake,,1,,,automatic,ak,ak
2020-01-22T18:15:33.890Z,34.4513333,-117.9503333,9.06,0.43,ml,7,123,0.004827,0.07,ci,ci39278384,2020-01-22T18:41:35.822Z,"7km SSW of Pearblossum, CA",earthquake,0.25,0.4,0.242,3,reviewed,ci,ci
2020-01-22T18:06:22.191Z,62.4949,-152.0698,5,1.1,ml,,,,0.82,ak,ak02010okrqc,2020-01-22T22:10:39.652Z,"103km WNW of Talkeetna, Alaska",earthquake,,0,,,reviewed,ak,ak
2020-01-22T18:04:31.567Z,59.6258,-152.8197,90.8,1.7,ml,,,,0.36,ak,ak02010okd1w,2020-01-22T18:10:38.363Z,"58km WSW of Anchor Point, Alaska",earthquake,,0.5,,,automatic,ak,ak
2020-01-22T17:50:17.881Z,-22.8548,-63.8092,529.74,4.5,mb,,60,4.03,0.83,us,us60007cz8,2020-01-30T20:59:41.040Z,"28km S of General Enrique Mosconi, Argentina",earthquake,11.6,8,0.057,91,reviewed,us,us
2020-01-22T17:45:58.620Z,19.1884995,-155.4485016,35.43,1.87,md,41,200,0.06855,0.12,hv,hv71343907,2020-01-22T17:49:11.270Z,"3km ESE of Pahala, Hawaii",earthquake,0.96,0.76,0.01,4,automatic,hv,hv
2020-01-22T17:43:29.666Z,-22.92,-63.7991,535.04,4.7,mb,,60,4.037,0.44,us,us60007cyy,2020-01-30T21:01:32.040Z,"35km S of General Enrique Mosconi, Argentina",earthquake,13,4.5,0.113,24,reviewed,us,us
2020-01-22T17:41:53.680Z,51.8474,-177.8228,8.2,1.6,ml,,,,0.56,ak,ak02010o6wnc,2020-02-02T18:39:55.651Z,"22km E of Tanaga Volcano, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2020-01-22T17:37:51.181Z,62.4271,-148.4041,20.3,1.4,ml,,,,0.36,ak,ak02010o61le,2020-01-22T18:10:37.765Z,"74km NNE of Sutton-Alpine, Alaska",earthquake,,0.5,,,automatic,ak,ak
2020-01-22T17:36:32.160Z,38.5443333,-122.672,0.69,1.16,md,17,82,0.155,0.1,nc,nc73330521,2020-01-23T03:49:03.933Z,"8km ENE of Larkfield-Wikiup, CA",earthquake,0.27,2.14,0.39,10,reviewed,nc,nc
2020-01-22T17:30:52.158Z,51.8676,-177.8049,6.6,1.6,ml,,,,0.41,ak,ak02010o4jnj,2020-02-02T18:39:54.948Z,"23km E of Tanaga Volcano, Alaska",earthquake,,0.4,,,reviewed,ak,ak
2020-01-22T17:30:11.302Z,59.8821,-136.6932,0,1.9,ml,,,,0.87,ak,ak02010o4gj9,2020-01-22T18:10:37.179Z,"90km WNW of Skagway, Alaska",earthquake,,0.3,,,automatic,ak,ak
2020-01-22T17:29:01.210Z,17.8931,-66.922,6,2.77,md,11,227,0.2191,0.23,pr,pr2020022007,2020-01-30T21:13:45.040Z,"25km S of Guanica, Puerto Rico",earthquake,1.55,0.9,0.25,7,reviewed,pr,pr
2020-01-22T17:26:35.770Z,36.4721667,-121.0148333,6.61,1.7,md,35,96,0.03865,0.15,nc,nc73330516,2020-01-29T04:44:03.005Z,"13km ESE of Pinnacles, CA",earthquake,0.24,0.52,0.321,21,reviewed,nc,nc
2020-01-22T17:23:43.184Z,51.8662,-177.8197,7.6,1.6,ml,,,,0.57,ak,ak02010o30y6,2020-02-02T18:39:54.234Z,"22km E of Tanaga Volcano, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2020-01-22T17:20:55.830Z,44.9293333,-112.2506667,5.98,0.12,md,5,171,0.339,0.07,mb,mb80379094,2020-01-23T16:11:09.590Z,"42km NE of Lima, Montana",earthquake,0.82,31.61,,1,reviewed,mb,mb
2020-01-22T17:20:49.640Z,17.943,-66.861,12,2.02,md,10,218,0.0369,0.1,pr,pr2020022047,2020-01-26T10:31:22.755Z,"4km SE of Maria Antonia, Puerto Rico",earthquake,0.75,0.3,0.21,4,reviewed,pr,pr
2020-01-22T17:18:13.818Z,62.1371,-152.2217,105.2,1.2,ml,,,,0.48,ak,ak02010o1w3p,2020-02-02T18:39:53.451Z,"111km W of Talkeetna, Alaska",earthquake,,0.4,,,reviewed,ak,ak
2020-01-22T17:10:16.730Z,37.7106667,-118.81,2.86,0.61,md,15,251,0.0323,0.1,nc,nc73330506,2020-01-23T19:26:03.989Z,"17km ENE of Mammoth Lakes, CA",earthquake,0.8,31.61,0.128,12,reviewed,nc,nc
2020-01-22T17:09:38.550Z,37.7243333,-118.7885,5.44,0.58,md,13,267,0.05029,0.04,nc,nc73330511,2020-01-23T01:23:02.369Z,"19km ENE of Mammoth Lakes, CA",earthquake,1.55,0.91,0.302,11,reviewed,nc,nc
2020-01-22T17:08:32.710Z,35.8703333,-117.6755,8.34,0.99,ml,22,88,0.08004,0.16,ci,ci39278312,2020-01-22T21:53:03.691Z,"22km ESE of Little Lake, CA",earthquake,0.31,0.72,0.17,14,reviewed,ci,ci
2020-01-22T17:05:24.143Z,60.1713,-152.8523,106,1.3,ml,,,,0.42,ak,ak02010nz4l9,2020-01-22T17:10:38.985Z,"35km S of Redoubt Volcano, Alaska",earthquake,,0.5,,,automatic,ak,ak
2020-01-22T17:04:17.280Z,35.9096667,-117.731,8.7,0.54,ml,9,72,0.07574,0.05,ci,ci39278304,2020-01-22T21:53:02.692Z,"16km E of Little Lake, CA",earthquake,0.21,0.67,0.223,7,reviewed,ci,ci
2020-01-22T16:57:05.124Z,17.9978,-66.731,10,2.6,ml,,156,0.04,0.65,us,us70007k9p,2020-02-06T22:26:14.040Z,"1km WNW of Tallaboa, Puerto Rico",earthquake,1.2,1.6,0.06,37,reviewed,us,us
2020-01-22T16:56:07.717Z,51.855,-177.8223,9.3,1.6,ml,,,,0.45,ak,ak02010nol8j,2020-02-02T18:39:52.731Z,"22km E of Tanaga Volcano, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2020-01-22T16:51:26.630Z,37.5888333,-113.2995,8.75,2.03,ml,9,87,0.06308,0.22,uu,uu60019644,2020-01-22T22:20:52.550Z,"23km WSW of Cedar City, Utah",earthquake,0.56,0.82,0.184,2,reviewed,uu,uu
2020-01-22T16:50:42.130Z,37.5973333,-113.3116667,9.97,2.38,ml,18,47,0.06181,0.17,uu,uu60357552,2020-01-22T21:00:19.810Z,"23km WSW of Cedar City, Utah",earthquake,0.39,0.63,0.05,5,reviewed,uu,uu
2020-01-22T16:49:26.627Z,-9.6054,118.4294,59.27,4.2,mb,,85,3.882,1.03,us,us60007liv,2020-02-05T03:21:58.040Z,"63km W of Kawangohari, Indonesia",earthquake,8.8,8.3,0.216,6,reviewed,us,us
2020-01-22T16:49:14.430Z,67.7731,-150.2974,1.9,1.3,ml,,,,0.6,ak,ak02010nn3qr,2020-02-02T18:39:51.933Z,"57km N of Coldfoot, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2020-01-22T16:39:49.060Z,69.616,-144.4308,10,2.5,ml,,169,0.252,0.62,us,us60007cy3,2020-02-05T03:22:54.040Z,"65km SSW of Kaktovik, Alaska",earthquake,3.5,2,0.044,68,reviewed,us,us
2020-01-22T16:39:43.460Z,51.8618333,-177.8238333,6.82,1.77,ml,11,149,0.04784,0.08,av,av62126966,2020-01-23T00:06:05.770Z,"22km E of Tanaga Volcano, Alaska",earthquake,0.46,0.49,0.267,13,reviewed,av,av
2020-01-22T16:35:52.293Z,50.8456,-179.8332,10,4.2,mb,,140,0.762,0.83,us,us60007cxd,2020-02-05T03:26:03.040Z,"68km SW of Amatignak Island, Alaska",earthquake,4.4,1.9,0.045,138,reviewed,us,us
2020-01-22T16:33:43.810Z,17.8121,-66.8983,5,2.12,md,8,264,0.1641,0.31,pr,pr2020022044,2020-01-26T01:20:34.821Z,"17km S of Guanica, Puerto Rico",earthquake,1.5,1.22,0,1,reviewed,pr,pr
2020-01-22T16:30:48.800Z,51.8503333,-177.8313333,7.45,1.52,ml,8,141,0.03742,0.16,av,av62126956,2020-01-22T23:51:54.970Z,"21km E of Tanaga Volcano, Alaska",earthquake,1.15,0.59,0.234,8,reviewed,av,av
2020-01-22T16:30:24.319Z,51.8433,-177.8166,8.7,1.6,ml,,,,0.51,ak,ak02010nj1wf,2020-02-02T18:39:51.228Z,"22km ESE of Tanaga Volcano, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2020-01-22T16:27:08.954Z,51.8383,-177.8374,9.5,1.5,ml,,,,0.5,ak,ak02010nidkf,2020-02-02T18:39:50.523Z,"21km ESE of Tanaga Volcano, Alaska",earthquake,,0.1,,,reviewed,ak,ak
2020-01-22T16:22:38.708Z,51.8504,-177.813,8.2,1.5,ml,,,,0.55,ak,ak02010nhda6,2020-02-02T18:39:49.799Z,"22km E of Tanaga Volcano, Alaska",earthquake,,1,,,reviewed,ak,ak
2020-01-22T16:21:26.395Z,51.8578,-177.8195,6.5,1.5,ml,,,,0.73,ak,ak02010nh4m7,2020-02-02T18:39:49.093Z,"22km E of Tanaga Volcano, Alaska",earthquake,,2.2,,,reviewed,ak,ak
2020-01-22T16:17:18.937Z,51.8545,-177.8143,6.6,1.5,ml,,,,0.4,ak,ak02010ng96d,2020-02-02T18:39:48.399Z,"22km E of Tanaga Volcano, Alaska",earthquake,,0.6,,,reviewed,ak,ak
2020-01-22T16:15:11.151Z,63.7858,-149.0677,101.9,1.1,ml,,,,0.46,ak,ak02010nft57,2020-02-02T18:39:47.644Z,"9km SSW of Healy, Alaska",earthquake,,0.4,,,reviewed,ak,ak
2020-01-22T16:14:08.038Z,61.4185,-152.2178,0,1.1,ml,,,,1.22,ak,ak02010nfl0s,2020-01-22T23:37:43.930Z,"97km NNW of Nikiski, Alaska",earthquake,,0.3,,,automatic,ak,ak
2020-01-22T16:12:14.220Z,37.5988333,-113.3015,7.51,1.22,md,6,121,0.06843,0.08,uu,uu60357547,2020-01-23T14:19:57.190Z,"22km WSW of Cedar City, Utah",earthquake,0.59,0.86,0.28,5,reviewed,uu,uu
2020-01-22T16:11:06.050Z,45.3956667,-111.4358333,5.93,0.01,ml,5,223,0.243,0.18,mb,mb80379004,2020-01-22T16:25:18.950Z,"13km NNW of Big Sky, Montana",earthquake,1.53,10.61,,0,reviewed,mb,mb
2020-01-22T16:10:20.953Z,51.8478,-177.8447,11.5,1.7,ml,,,,0.34,ak,ak02010nerbj,2020-02-02T18:39:46.923Z,"20km E of Tanaga Volcano, Alaska",earthquake,,0.4,,,reviewed,ak,ak
2020-01-22T16:09:31.677Z,59.8859,-151.9319,75.2,1.6,ml,,,,0.43,ak,ak02010nekec,2020-01-22T17:10:37.814Z,"13km NNW of Anchor Point, Alaska",earthquake,,0.6,,,automatic,ak,ak
2020-01-22T16:09:08.860Z,35.6381667,-117.5921667,8.06,0.53,ml,12,101,0.02474,0.17,ci,ci39278240,2020-01-22T17:39:41.972Z,"8km ENE of Ridgecrest, CA",earthquake,0.39,0.73,0.055,4,reviewed,ci,ci
2020-01-22T16:05:46.067Z,38.4998,-118.3772,0,0.7,ml,4,269.04,0.072,0.0426,nn,nn00715645,2020-01-22T19:10:02.194Z,"21km E of Hawthorne, Nevada",earthquake,,0,0,1,reviewed,nn,nn
2020-01-22T16:05:14.940Z,51.8608333,-177.8148333,7.03,2.64,ml,19,150,0.04651,0.14,av,av62126931,2020-01-22T23:11:28.400Z,"22km E of Tanaga Volcano, Alaska",earthquake,0.46,0.37,0.261,26,reviewed,av,av
2020-01-22T15:59:07.684Z,38.5023,-118.3793,3.6,1.3,ml,4,270.11,0.075,0.0861,nn,nn00715644,2020-01-23T02:08:28.968Z,"21km E of Hawthorne, Nevada",earthquake,,12.9,0,1,reviewed,nn,nn
2020-01-22T15:53:20.923Z,51.8539,-177.8629,12.5,1.9,ml,,,,0.39,ak,ak02010n2ji4,2020-02-02T18:39:46.222Z,"19km E of Tanaga Volcano, Alaska",earthquake,,0.4,,,reviewed,ak,ak
2020-01-22T15:41:32.895Z,60.0651,-152.9688,122.5,2,ml,,,,0.79,ak,ak02010mzzym,2020-01-22T16:10:41.661Z,"48km SSW of Redoubt Volcano, Alaska",earthquake,,0.6,,,automatic,ak,ak
2020-01-22T15:40:31.450Z,19.1928329,-155.4409943,37.52,2.07,md,53,137,0.04224,0.12,hv,hv71343707,2020-01-22T15:43:40.900Z,"4km ESE of Pahala, Hawaii",earthquake,0.55,0.71,0.1,15,automatic,hv,hv
2020-01-22T15:36:48.161Z,38.4668,-118.3555,5.3,2,ml,7,127.39,0.035,0.0638,nn,nn00715641,2020-01-23T02:08:27.758Z,"24km ESE of Hawthorne, Nevada",earthquake,,3.4,0.11,2,reviewed,nn,nn
2020-01-22T15:33:59.009Z,56.9804,-157.9143,100.3,2.8,ml,,,,0.78,ak,ak02010myc4n,2020-01-22T23:30:42.040Z,"90km NE of Chignik Lake, Alaska",earthquake,,0.5,,,automatic,ak,ak
2020-01-22T15:31:48.901Z,61.0364,-148.3247,1.1,1.4,ml,,,,0.72,ak,ak02010mxvwq,2020-01-22T22:10:37.032Z,"35km NNE of Whittier, Alaska",ice quake,,0.4,,,automatic,ak,ak
2020-01-22T15:29:46.681Z,61.6218,-148.2412,5.8,1.8,ml,,,,0.7,ak,ak02010mxg90,2020-02-05T17:19:37.328Z,"37km E of Lazy Mountain, Alaska",earthquake,,0.1,,,reviewed,ak,ak
2020-01-22T15:27:05.010Z,38.9818333,-111.4428333,-1.08,1.17,ml,10,77,0.06726,0.18,uu,uu60357542,2020-01-22T22:35:19.330Z,"29km WSW of Ferron, Utah",earthquake,0.89,0.34,0.029,2,reviewed,uu,uu
2020-01-22T15:26:29.634Z,55.548,-135.0651,0.8,2.7,ml,,,,0.46,ak,ak02010mwrt4,2020-02-05T17:19:40.626Z,"120km W of Craig, Alaska",earthquake,,0.6,,,reviewed,ak,ak
2020-01-22T15:24:51.780Z,19.2281666,-155.3946686,32.92,1.98,md,51,151,0.009665,0.12,hv,hv71343682,2020-01-22T15:28:03.770Z,"9km ENE of Pahala, Hawaii",earthquake,0.59,0.77,0.03,7,automatic,hv,hv
2020-01-22T15:22:50.915Z,63.74,-146.601,0,1.8,ml,,,,1.12,ak,ak02010mvylv,2020-01-22T16:10:38.730Z,"54km SW of Delta Junction, Alaska",earthquake,,0.2,,,automatic,ak,ak
2020-01-22T15:22:26.561Z,65.3953,-164.4492,2.2,1.7,ml,,,,0.49,ak,ak02010mvwvz,2020-01-22T21:10:42.591Z,"109km NNE of Nome, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2020-01-22T15:20:53.150Z,17.903,-66.8518,14,2.36,md,12,221,0.0771,0.13,pr,pr2020022043,2020-02-05T03:32:00.040Z,"15km SE of Guanica, Puerto Rico",earthquake,0.78,0.55,0.12,4,reviewed,pr,pr
2020-01-22T15:12:32.080Z,17.8678,-66.8463,14,2.51,md,11,230,0.1122,0.12,pr,pr2020022042,2020-01-26T01:18:57.672Z,"13km SSE of Guanica, Puerto Rico",earthquake,0.9,0.62,0.24,6,reviewed,pr,pr
2020-01-22T15:11:12.290Z,64.2045,-146.9826,0,1.6,ml,,,,0.89,ak,ak02010mtirk,2020-01-22T16:10:37.862Z,"35km S of Salcha, Alaska",earthquake,,0.3,,,automatic,ak,ak
2020-01-22T15:05:19.030Z,51.8631667,-177.8181667,6.75,1.87,ml,17,150,0.04889,0.12,av,av62126901,2020-01-22T21:52:37.030Z,"22km E of Tanaga Volcano, Alaska",earthquake,0.38,0.37,0.291,22,reviewed,av,av
2020-01-22T15:04:52.580Z,37.649,-118.9205,4.02,0.48,md,18,105,0.01308,0.06,nc,nc73330491,2020-01-23T01:22:03.365Z,"5km ENE of Mammoth Lakes, CA",earthquake,0.31,0.39,0.276,17,reviewed,nc,nc
2020-01-22T15:04:47.389Z,62.7953,-150.663,84.4,1,ml,,,,0.54,ak,ak02010ms3gi,2020-02-02T18:39:44.801Z,"59km NNW of Talkeetna, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2020-01-22T14:59:02.616Z,17.8855,145.398,328.82,4.1,mb,,138,2.656,0.42,us,us60007liu,2020-02-08T10:34:18.040Z,"46km WSW of Pagan, Northern Mariana Islands",earthquake,14.3,12,0.12,19,reviewed,us,us
2020-01-22T14:57:31.100Z,19.2073326,-155.3919983,32.98,1.85,md,37,167,0.03046,0.14,hv,hv71343647,2020-01-22T15:00:33.600Z,"9km E of Pahala, Hawaii",earthquake,0.63,0.86,0.15,3,automatic,hv,hv
2020-01-22T14:56:47.550Z,51.8646667,-177.8276667,7.24,2.91,ml,19,151,0.05097,0.13,av,av62126876,2020-01-22T21:21:21.430Z,"21km E of Tanaga Volcano, Alaska",earthquake,0.41,0.33,0.295,26,reviewed,av,av
